,,"Raw extracted data",,,,,,,,,,,,,,,,"Cleaned/synthesised data",,,,,,,
149,"Publication","Marinescu2023","Third-party access",,TRUE,,,,"Confidentiality",,,,"DBaaS ",,"Summary of previous DBaaS objects",,"C 8.7","Third-party access / Unauthorized access to data and privileged information","",TRUE,,,,1,
150,"Publication","Marinescu2023","Inability to establish the provenance of the data",,TRUE,,,,"Confidentiality",,,,"DBaaS ",,"Summary of previous DBaaS objects",,"C 8.7","Inability to establish the provenance of the data","",TRUE,,,,1,
151,"Publication","Marinescu2023","Unauthorized access to privileged information",,,TRUE,,"Problem",,,,,"OS",,,,"C 8.8","Third-party access / Unauthorized access to data and privileged information","",TRUE,TRUE,,,1,
152,"Publication","Marinescu2023","Tampering with executable code",,,TRUE,,"Problem",,,,,"OS",,,,"C 8.8","Tampering with executable code","",TRUE,TRUE,,,1,
153,"Publication","Marinescu2023","Spoofing",,,TRUE,,"Problem",,,,,"OS",,,,"C 8.8","Spoofing","",TRUE,TRUE,,,1,
154,"Publication","Marinescu2023","Malicious intent of user","Breach of security",,,,"Problem",,,,,"OS",,,,"C 8.8","Malicious Insider attack","",TRUE,TRUE,,,1,
155,"Publication","Marinescu2023","Carelessness or lack of understanding","Breach of security",,,,"Problem",,,,,"OS",,,,"C 8.8","Carelessness or lack of understanding","",TRUE,,,,,
156,"Publication","Marinescu2023","Commercial operating systems do not support multilayered security",,,,,"Problem",,,,,"OS",,"They only distinguish between a completely privileged security domain and a completely unprivileged one",,"C 8.8","Commercial operating systems do not support multilayered security","TRUE",,,,,,1
157,"Publication","Marinescu2023","Malicious mobile code attempting to gain access to the data and the other resources",,,,,"Problem","Confidentiality, Integrity",,,,"OS",,,,"C 8.8","Malicious mobile code attempting to gain access to the data and the other resources","",TRUE,TRUE,,,,
158,"Publication","Marinescu2023","Hypervisor sees only raw data regarding the state of a guest OS",,,,,"Challenge",,,,,"VM",,"Major challenge. Security services typically operate at a higher logical level, e.g., at the level of a file rather than a disk block",,"C 8.9","Virtualization / Hypervisor security","TRUE",,,,,,1
159,"Publication","Marinescu2023","Fingerprint VMs",,,TRUE,,,,,,,"VM",,,,"C 8.9","Fingerprint VMs","",TRUE,TRUE,,,1,
160,"Publication","Marinescu2023","Avoid VM honey pots designed to study the methods of attack",,,TRUE,,,,,,,"VM",,,,"C 8.9","Avoid VM honey pots designed to study the methods of attack","",TRUE,TRUE,,,1,
161,"Publication","Marinescu2023","Access VM-logging files and, thus, recover sensitive data",,,TRUE,,,,,,,"VM",,,,"C 8.9","Access VM-logging files and, thus, recover sensitive data","",TRUE,TRUE,,,1,
162,"Publication","Marinescu2023","Resource starvation for some VMs","Hypervisor-based threats",TRUE,,,,,,,,"VM",,,"NIST security group","C 8.9","Resource starvation for some VMs","",TRUE,TRUE,,,1,
163,"Publication","Marinescu2023","DoS for some VMs","Hypervisor-based threats",TRUE,TRUE,,,,,,,"VM",,,"NIST security group","C 8.9","DoS/DDoS attack","",TRUE,TRUE,,,1,
164,"Publication","Marinescu2023","VM side-channel attacks","Hypervisor-based threats",TRUE,,,,,,,,"VM",,,"NIST security group","C 8.9","(Cross-) VM side-channel attacks","",TRUE,,,,1,
165,"Publication","Marinescu2023","Buffer overflow attacks","Hypervisor-based threats",TRUE,,,,,,,,"VM",,,"NIST security group","C 8.9","Buffer overflow attacks","",TRUE,TRUE,,,1,
166,"Publication","Marinescu2023","Deployment of rogue or insecure VM","VM-based threats",TRUE,,,,,,,,"VM",,,"NIST security group","C 8.9","Deployment of rogue or insecure resources","",TRUE,TRUE,,,1,
167,"Publication","Marinescu2023","Presence of insecure and tampered VM images in the VM image repository","VM-based threats",TRUE,,,,,,,,"VM",,,"NIST security group","C 8.9","Presence of insecure and tampered workload images","",TRUE,,,,1,
168,"Publication","Marinescu2023","Software lifecycle",,,,,"Problem",,,,,"Virtualization",,"One of the most critical problems posed by virtualization. At any point in time, multiple instances of the VM can be created and then each one of them can be updated, different patches installed, and so on.",,"C 8.10","Software lifecycle","",,,,,,
169,"Publication","Marinescu2023","One-time passwords are transmitted in the clear, and the protection is guaranteed only if the attacker does not have the possibility to access passwords used in previous sessions",,,,TRUE,,,,,,"Virtualization",,,,"C 8.10","One-time passwords are transmitted in the clear, and the protection is guaranteed only if the attacker does not have the possibility to access passwords used in previous sessions","",TRUE,,TRUE,,1,
170,"Publication","Marinescu2023","Requirement of some cryptographic protocols and even noncryptographic protocols regarding the “freshness” of the random number source used for session keys and nonces",,,,TRUE,,,,,,"Virtualization",,,,"C 8.10","The “freshness” of the random number source used for session keys and nonces","TRUE",,,,,,1
171,"Publication","Marinescu2023","TCP hijacking",,,,,,,,,,"Virtualization",,,,"C 8.10","TCP hijacking","",TRUE,TRUE,,,,
172,"Publication","Marinescu2023","Owner has very limited control over where sensitive data is stored: It could be spread across many servers and may be left on some of them indefinitely. A hypervisor records the state of a VM to be able to roll it back","Confidentiality of sensitive data",,,,,,,,,"Virtualization",,,,"C 8.10","Owner has very limited control over where sensitive data is stored: It could be spread across many servers and may be left on some of them indefinitely. A hypervisor records the state of a VM to be able to roll it back","TRUE",,,,,,1
173,"Publication","Marinescu2023","Undelete files","Image sharing",,,,"Concern",,TRUE,,,"Shared images",,,,"C 8.11","Insecure or incomplete data deletion","",TRUE,,,,1,
174,"Publication","Marinescu2023","Recover sensitive information (Files containing credentials, private keys)","Image sharing",,,,"Concern",,TRUE,,,"Shared images",,,,"C 8.11","Recover sensitive information, e.g. Files containing credentials and private keys","",TRUE,,,,1,
175,"Publication","Marinescu2023","Backdoors and leftover credentials",,,,,"Risk",,,,,"Shared images",,,,"C 8.11","Backdoors and leftover credentials","",TRUE,TRUE,,,1,
176,"Publication","Marinescu2023","Unsolicited connections",,,,,"Risk",,,,,"Shared images",,,,"C 8.11","Unsolicited connections","",TRUE,,,,,
177,"Publication","Marinescu2023","Malware",,,,,"Risk",,,,,"Shared images",,,,"C 8.11","(Cloud-related) malware injection attack","",TRUE,TRUE,,,1,
178,"Publication","Marinescu2023","Omission of the cloud-init script",,TRUE,,,,,,,,"Shared images",,,,"C 8.11","Omission of the cloud-init script","",TRUE,,,,1,
179,"Publication","Marinescu2023","MITM attacks",,,TRUE,,,,,,,"Shared images",,,,"C 8.11","MITM attack","",TRUE,TRUE,,,,
180,"Publication","Marinescu2023","Unsolicited connections",,TRUE,,,,,,,,"Shared images",,,,"C 8.11","Unsolicited connections","",TRUE,,,,,
181,"Publication","Marinescu2023","Viruses","Malware",,,,,,,,,"Shared images",,,,"C 8.11","Viruses","",TRUE,TRUE,,,1,
182,"Publication","Marinescu2023","Worms","Malware",,,,,,,,,"Shared images",,,,"C 8.11","Worms","",TRUE,TRUE,,,1,
183,"Publication","Marinescu2023","Spyware","Malware",,,,,,,,,"Shared images",,,,"C 8.11","Spyware","",TRUE,TRUE,,,1,
184,"Publication","Marinescu2023","Trojans","Malware",,,,,,,,,"Shared images",,,,"C 8.11","Trojans","",TRUE,TRUE,,,1,
185,"Publication","Marinescu2023","Buffer overflow",,,,,"Risk",,,,,"Management OS",,,,"C 8.12","Buffer overflow attacks","",TRUE,,,,1,
186,"Publication","Marinescu2023","DoS",,,,,"Risk",,,,,"Management OS",,,,"C 8.12","DoS/DDoS attack","",TRUE,TRUE,,,1,
187,"Publication","Marinescu2023","Mobile malware",,TRUE,,,,,,,,"Mobile devices",,,,"C 8.14","(Cloud-related) malware injection attack","",TRUE,,,,1,
188,"Publication","Marinescu2023","Stolen data due to loss, theft, or disposal",,TRUE,,,,,,,,"Mobile devices",,,,"C 8.14","Stolen data due to loss, theft, or disposal","TRUE",,TRUE,,,,1
189,"Publication","Marinescu2023","Unautorized access",,TRUE,,,,,,,,"Mobile devices",,,,"C 8.14","Third-party access / Unauthorized access to data and privileged information","",TRUE,,,,1,
190,"Publication","Marinescu2023","Electronic eavesdropping and electronic tracking",,TRUE,,,,,,,,"Mobile devices",,,,"C 8.14","Traffic eavesdropping; Electronic tracking","",TRUE,TRUE,,,2,
191,"Publication","Marinescu2023","Access to data by third-party applications",,TRUE,,,,,,,,"Mobile devices",,,,"C 8.14","Third-party access / Unauthorized access to data and privileged information","",TRUE,,,,1,
192,"Publication","Marinescu2023","Data leakage",,,,,"Risk",,,,,"Mobile devices",,,,"C 8.14","Data leakage/disclosure","TRUE",,TRUE,,,,1
193,"Publication","Marinescu2023","Data compromize",,,,,"Risk",,,,,"Mobile devices",,,,"C 8.14","Data compromize","TRUE",,TRUE,,,,1
194,"Publication","Marinescu2023","Loss of mobile device","Reason for risk",,,,"Risk",,,,,"Mobile devices",,,,"C 8.14","Loss of mobile device","TRUE",,,,,,1
195,"Publication","Marinescu2023","Lock-screen protection","Reason for risk",,,,"Risk",,,,,"Mobile devices",,,,"C 8.14","Protect the infrastructure used to connect to the cloud","TRUE",,,,,,1
196,"Publication","Marinescu2023","Enabling smudge attacks","Reason for risk",,,,"Risk",,,,,"Mobile devices",,"A smudge attack is a method to discern the password pattern of a   touchscreen device such as a cell phone or tablet computer",,"C 8.14","Enabling smudge attacks","",TRUE,TRUE,,,1,
197,"Publication","Marinescu2023","Lack of confidentiality protection for data in transit in unsage oruntrusted WiFi or cellular networks","Reason for risk",,,,"Risk",,,,,"Mobile devices",,,,"C 8.14","Lack of confidentiality protection for data in transit in unsage oruntrusted WiFi or cellular networks","",TRUE,,,,1,
198,"Publication","Marinescu2023","Unmatched firmware or software including OS and application software bypassing the security architecture","Reason for risk",,,,"Risk",,,,,"Mobile devices",,,,"C 8.14","Unmatched firmware or software including OS and application software bypassing the security architecture","",TRUE,,,,,
199,"Publication","Marinescu2023","Malicious mobile applications bypassing access control mechanisms","Reason for risk",,,,"Risk",,,,,"Mobile devices",,,,"C 8.14","Malicious mobile applications bypassing access control mechanisms","",TRUE,TRUE,,,1,
200,"Publication","Marinescu2023","Misuse or misconfiguration of location services, such as GPS","Reason for risk",,,,"Risk",,,,,"Mobile devices",,,,"C 8.14","Misuse or misconfiguration of location services, such as GPS","",TRUE,,,,1,
201,"Publication","Marinescu2023","Acceptace of fake mobility management profiles","Reason for risk",,,,"Risk",,,,,"Mobile devices",,,,"C 8.14","Acceptace of fake mobility management profiles","",TRUE,,,,1,
202,"Publication","Marinescu2023","Malware proliferation",,,,,"Issue",,,,,,1,"Top security issue","CSA top security issues","C 8.15","Distribute spam and malware (malware proliferation)","",TRUE,,,,1,
203,"Publication","Marinescu2023","APTs",,,,,"Issue",,,,,,2,"Top security issue","CSA top security issues","C 8.15","APTs","",TRUE,TRUE,,,,
204,"Publication","Marinescu2023","Comprimised accounts",,,,,"Issue",,,,,,3,"Top security issue","CSA top security issues","C 8.15","Account hijacking / compromised accounts","",TRUE,,,,1,
205,"Publication","Marinescu2023","Insider threats",,,,,"Issue",,,,,,4,"Top security issue","CSA top security issues","C 8.15","Malicious insider attack","",TRUE,,,,1,
206,"Publication","Marinescu2023","Access management",,TRUE,,,,,,,,,,"One of the most significant cloud security threats",,"C 8.15","Insufficient/missing access control","",TRUE,,,,1,
207,"Publication","Marinescu2023","Data breaches and data leaks",,TRUE,,,,,,,,,,"One of the most significant cloud security threats",,"C 8.15","Data breaches; Data leakage/disclosure","TRUE",,TRUE,,,,2
208,"Publication","Marinescu2023","Data loss",,TRUE,,,,,,,,,,"One of the most significant cloud security threats",,"C 8.15","(Permanent) Data loss","TRUE",,,,,,1
209,"Publication","Marinescu2023","Insecure APIs",,TRUE,,,,,,,,,,"One of the most significant cloud security threats",,"C 8.15","Insecure interfaces and APIs","",TRUE,,,,1,
210,"Publication","Marinescu2023","Misconfigured cloud storage",,TRUE,,,,,,,,,,"One of the most significant cloud security threats",,"C 8.15","Misconfigured services (storage/computing instances/…) and security-related settings","",TRUE,,,,1,
211,"Publication","Marinescu2023","The lack of total control over who can access sensitive data in the cloud",,TRUE,,,"Issue",,,,TRUE,,,"One of the most relevant SaaS security issues",,"C 8.15","Third-party access / Unauthorized access to data and privileged information","",TRUE,,,,1,
212,"Publication","Marinescu2023","The inability to control and keep track of data in transit to and from cloud applications",,,,,"Issue",,,,TRUE,,,"One of the most relevant SaaS security issues",,"C 8.15","The inability to control and keep track of data in transit to and from cloud applications","TRUE",,,,,,1
213,"Publication","Marinescu2023","The inability to prevent the misuse of data or theft by insiders",,,,,"Issue",,,,TRUE,,,"One of the most relevant SaaS security issues",,"C 8.15","The inability to prevent the misuse of data or theft by insiders","TRUE",,TRUE,,,,1
214,"Publication","Marinescu2023","The lack of skilled staff to manage the security of cloud applications used by an organization",,,,,"Issue",,,,TRUE,,,"One of the most relevant SaaS security issues",,"C 8.15","The lack of skilled staff to manage the security of cloud applications used by an organization","TRUE",,,,,,1
215,"Publication","Marinescu2023","The inability to assess the security operations of the cloud service providers",,,,,"Issue",,,,TRUE,,,"One of the most relevant SaaS security issues",,"C 8.15","Unknown threats due to lack of transparency","",TRUE,,,,1,
216,"Publication","Marinescu2023","APTs",,,TRUE,,,,TRUE,,,,,,,"C 8.15","APTs","",TRUE,TRUE,,,,
217,"Publication","Bharti2024","Unauthorized, inadvertent insider exposore of sensitive data",,,,,"Assault",,,,,,,"One of most common type of assaults",,"P 231","Access/Expose sensitive data","",TRUE,TRUE,,,1,
218,"Publication","Bharti2024","Viruses",,,,,"Assault",,,,,,,"One of most common type of assaults",,"P 231","Viruses","",TRUE,TRUE,,,1,
219,"Publication","Bharti2024","Worms",,,,,"Assault",,,,,,,"One of most common type of assaults",,"P 231","Worms","",TRUE,TRUE,,,1,
220,"Publication","Bharti2024","Theft of intellectual property",,,,,"Assault",,,,,,,"One of most common type of assaults",,"P 231","Theft of intellectual property","TRUE",,TRUE,,,,1
221,"Publication","Bharti2024","Social engineering attacks",,,TRUE,,,,,,,,,"Second most common type of cyber-attack",,"P 231","Social engineering attacks","",TRUE,TRUE,,,1,
222,"Publication","Bharti2024","Internal threats to user data",,TRUE,,,"Concern","Confidentiality, Integrity",,,,,,"Might start from a malicious user of a cloud service provider, a malicious user of a cloud service customer, or a hostile third party assisting a malicious cloud service provider or cloud service customer",,"P 234","Malicious Insider attack","",TRUE,,,,1,
223,"Publication","Bharti2024","Remote software or hardware attacks on cloud applications and cloud users","External threats",TRUE,,,"Concern","Confidentiality, Integrity",,,,,,,,"P 234","Remote software or hardware attacks on cloud applications and cloud users","",TRUE,TRUE,,,,
224,"Publication","Bharti2024","Social manipulation of CSPs and users","External threats",TRUE,,,"Concern","Confidentiality, Integrity",,,,,,,,"P 234","Social engineering attacks","",TRUE,TRUE,,,1,
225,"Publication","Bharti2024","Human error","Information leakage",TRUE,,,"Concern","Confidentiality, Integrity",,,,,,,,"P 234","Human error","",TRUE,,,,,
226,"Publication","Bharti2024","Broken hardware","Information leakage",TRUE,,,"Concern","Confidentiality, Integrity",,,,,,,,"P 234","Hardware failures","",TRUE,,,,1,
227,"Publication","Bharti2024","Failed secure access","Information leakage",TRUE,,,"Concern","Confidentiality, Integrity",,,,,,,,"P 234","Insufficient/missing access control","",TRUE,,,,1,
228,"Publication","Bharti2024","Impact of customer penetration testing on other users ","Change management (both software and hardware modifications)",TRUE,,,"Concern","Availability",,,,,,,,"P 234","Impact of customer penetration testing on other users ","TRUE",,,,,,1
229,"Publication","Bharti2024","Impact of infrastructure modifications","Change management (both software and hardware modifications)",TRUE,,,"Concern","Availability",,,,,,,,"P 234","Impact of infrastructure modifications","TRUE",,,,,,1
230,"Publication","Bharti2024","Network bandwidth","Lack of service availability (affects all cloud models)",TRUE,,,"Concern","Availability",TRUE,TRUE,TRUE,,,,,"P 234","Network bandwidth","TRUE",,,,,,1
231,"Publication","Bharti2024","DNS service","Lack of service availability (affects all cloud models)",TRUE,,,"Concern","Availability",TRUE,TRUE,TRUE,,,,,"P 235","DNS service","TRUE",,,,,,1
232,"Publication","Bharti2024","Computing applications","Lack of service availability (affects all cloud models)",TRUE,,,"Concern","Availability",TRUE,TRUE,TRUE,,,,,"P 235","Computing applications","TRUE",,,,,,1
233,"Publication","Bharti2024","Resource unavailability","Lack of service availability (affects all cloud models)",TRUE,,,"Concern","Availability",TRUE,TRUE,TRUE,,,,,"P 235","Data lock-in / Resources unavailability","TRUE",,,,,,1
234,"Publication","Bharti2024","Physical interruption of resources (In less secure locations or distant practices, insiders or external attackers can physically interrupt resources with relative ease)",,TRUE,,,"Concern","Availability",,,,,,,,"P 235","Physical interruption of resources (In less secure locations or distant practices, insiders or external attackers can physically interrupt resources with relative ease)","",TRUE,,,,1,
235,"Publication","Bharti2024","Ineffective recovery techniques (lack of a good disaster recovery plan, which affects how long it takes to get back to normal and how well it works)",,TRUE,,,"Concern","Availability",,,,,,,,"P 235","Ineffective/insecure recovery/backup techniques (lack of a good disaster recovery plan)","",TRUE,,,,1,
236,"Publication","Bharti2024","Transaction redirection","Malicious attempts",,,TRUE,"Nefarious operation",,,,,,,,,"P 235","Transaction redirection","",TRUE,,TRUE,,,
237,"Publication","Bharti2024","Data alteration","Malicious attempts",,,TRUE,"Nefarious operation",,,,,,,,,"P 235","Data alteration","",TRUE,,TRUE,,1,
238,"Publication","Bharti2024","Malware injection attack","Malicious attempts",,,TRUE,,,,,,,,,,"P 235","(Cloud-related) malware injection attack","",TRUE,TRUE,TRUE,,1,
239,"Publication","Bharti2024","Password authentication","Malicious attempts",,,TRUE,,,,,,,,,,"P 235","Password authentication","",TRUE,,TRUE,,1,
240,"Publication","Bharti2024","Password guessing attacks (brute force attacks and dictionary attacks)","Malicious attempts",,,TRUE,,,,,,,,,,"P 235","Password guessing attacks (brute force attacks and dictionary attacks)","",TRUE,TRUE,,,1,
241,"Publication","Bharti2024","Viruses","Malicious attempts",,,TRUE,,,,,,,,,,"P 236","Viruses","",TRUE,TRUE,TRUE,,1,
242,"Publication","Bharti2024","Browser hijacking","Malicious attempts",,,TRUE,,,,,,,,,,"P 236","Browser hijacking","",TRUE,TRUE,TRUE,,1,
243,"Publication","Bharti2024","Spyware software","Malicious attempts",,,TRUE,,,,,,,,,,"P 236","Spyware","",TRUE,TRUE,TRUE,,1,
244,"Publication","Bharti2024","Phishing","Malicious attempts",,,TRUE,"Concern",,,,,,"Second most serious cyber security concern","second most serious cyber security concern",,"P 236","Phishing","",TRUE,TRUE,TRUE,,1,
245,"Publication","Bharti2024","Fraud","Malicious attempts",,,TRUE,,,,,,,,,,"P 236","Fraud","",TRUE,TRUE,TRUE,,,
246,"Publication","Bharti2024","Software flaws","Malicious attempts",,,TRUE,,,,,,,,,,"P 236","Software/application flaws (e.g. unpatched software)","",TRUE,,TRUE,,1,
247,"Publication","Bharti2024","Cloud malware injection attacks",,,,TRUE,,,,,,,,,,"P 236","(Cloud-related) malware injection attack","",TRUE,TRUE,TRUE,,1,
248,"Publication","Bharti2024","Insecure API's",,,,TRUE,,,,,,,,,,"P 236","Inecure interfaces and APIs","",TRUE,,TRUE,,1,
249,"Publication","Bharti2024","A malicious insider",,,,TRUE,,,,,,,,,,"P 236","Malicious Insider attack","",TRUE,TRUE,,,1,
250,"Publication","Bharti2024","Getting private information","A malicious insider",,,TRUE,,,,,,,,,,"P 237","Access/Expose sensitive data","",TRUE,,TRUE,,1,
251,"Publication","Bharti2024","Take control of cloud administrations","A malicious insider",,,TRUE,,,,,,,,,,"P 237","Privilege escalation","",TRUE,TRUE,TRUE,,1,
252,"Publication","Bharti2024","Data location problems",,,,TRUE,"Challenge",,,,,,,"One of the most prevalent compliance challenges",,"P 237","Data location","TRUE",,,,,,1
253,"Publication","Bharti2024","DDoS/DoS",,,,TRUE,,,,,,,,,,"P 237","DoS/DDoS attack","",TRUE,TRUE,TRUE,,1,
254,"Publication","Bharti2024","Account Hijacking",,TRUE,,TRUE,,,,,,,,"One of the most hazardous cloud computing security threats",,"P 237","Account hijacking / compromised accounts","",TRUE,TRUE,,,1,
255,"Publication","Bharti2024","View all current account actions and incoming communication","Account Hijacking",TRUE,,TRUE,,,,,,,,"One of the most hazardous cloud computing security threats",,"P 237","View all current account actions and incoming communication","",TRUE,,TRUE,,1,
256,"Publication","Bharti2024","Exploit your identity to transmit erroneous information or change the data","Account Hijacking",TRUE,,TRUE,,,,,,,,"One of the most hazardous cloud computing security threats",,"P 237","Account hijacking / compromised accounts","",TRUE,TRUE,TRUE,,1,
257,"Publication","Bharti2024","Permanent Data Loss",,,,TRUE,"Risk",,,,,,,"One of the most important risks in cloud computing; may result in irreversible data loss",,"P 237","(Permanent) Data loss","TRUE",,,,,,1
258,"Publication","Bharti2024","Natural Disasters",,,,TRUE,,,,,,,,,,"P 238","Natural Disasters","",TRUE,,TRUE,,1,
259,"Publication","Bharti2024","Data Breaches",,,,TRUE,,,,,,,,"Primary security risk",,"P 238","Data breach","TRUE",,,,,,1
260,"Publication","Bharti2024","Data losses and breaches",,,,,"Problem",,,,,,,"Problem of vulnerability remediation",,"P 239","(Permanent) Data loss","TRUE",,,,,,1
261,"Publication","Bharti2024","Insecure interfaces and APIs",,,,,"Problem",,,,,,,"Problem of vulnerability remediation",,"P 239","Insecure interfaces and APIs","",TRUE,,,,1,
262,"Publication","Bharti2024","Malicious insiders",,,,,"Problem",,,,,,,"Problem of vulnerability remediation",,"P 239","Malicious Insider attack","",TRUE,TRUE,,,1,
263,"Publication","Bharti2024","Account, service, and traffic hijacking",,,,,"Problem",,,,,,,"Problem of vulnerability remediation",,"P 239","Account hijacking / compromised accounts","",TRUE,TRUE,,,1,
264,"Publication","Bharti2024","Shared-technology vulnerabilities",,,,,"Problem",,,,,,,"Problem of vulnerability remediation",,"P 239","Multitenancy / Shared technology","",TRUE,,TRUE,,1,
265,"Publication","Bharti2024","Misuse of cloud services",,,,,"Problem",,,,,,,"Problem of vulnerability remediation",,"P 239","Misuse of (superuser) privileges","",TRUE,TRUE,,,1,
266,"Publication","Bharti2024","Hijacking of service or account",,TRUE,,,,,,,,,,,,"P 242","Account hijacking / compromised accounts","",TRUE,TRUE,,,1,
267,"Publication","Bharti2024","Information search",,TRUE,,,,,,,,,,,,"P 242","Access/Expose sensitive data","",TRUE,,,,1,
268,"Publication","Bharti2024","Information ejaculation",,TRUE,,,,,,,,,,,,"P 242","Access/Expose sensitive data","",TRUE,TRUE,,,1,
269,"Publication","Bharti2024","DoS",,TRUE,,,,,,,,,,,,"P 242","DoS/DDoS attack","",TRUE,TRUE,,,1,
270,"Publication","Bharti2024","Clients information drafts",,TRUE,,,,,,,,,,,,"P 242","Clients information drafts","",TRUE,,,,,
271,"Publication","Bharti2024","VM escape",,TRUE,,,,,,,,,,,,"P 242","VM escape / Cross VM attack","",TRUE,TRUE,,,1,
272,"Publication","Bharti2024","VM hopping",,TRUE,,,,,,,,,,,,"P 242","VM hopping","",TRUE,TRUE,,,1,
273,"Publication","Bharti2024","Malevolent VM making",,TRUE,,,,,,,,,,,,"P 242","Malevolent VM making","",TRUE,TRUE,,,1,
274,"Publication","Bharti2024","Unconfident VM relocation",,TRUE,,,,,,,,,,,,"P 242","Unconfident VM relocation","",TRUE,TRUE,,,1,
275,"Publication","Bharti2024","Inhale/send up indirect web work",,TRUE,,,,,,,,,,"To divert package outside of a VM to one or more is next to obtain indirect web work",,"P 243","Inhale/send up indirect web work","",TRUE,TRUE,,,,
276,"Publication","Bharti2024","Misuse with criminal utilize of CC",,TRUE,,,,,,,,,,,,"P 243","Using the cloud to host attacks (services, ressources, ...)","",TRUE,TRUE,,,,
277,"Publication","Bharti2024","Malevolent participants",,TRUE,,,,,,,,,,"The intersection of knowledge automation kindness along with shopper undergoing a unique administration preserve increase the feasibleness of",,"P 243","Malevolent participants","",TRUE,TRUE,,,,
278,"Publication","Bharti2024","Shared technology",,TRUE,,,"Issue",,,,,,,,,"P 243","Multitenancy / Shared technology","",TRUE,,,,1,
279,"Publication","Bharti2024","Unknown security profile",,TRUE,,,,,,,,,,,,"P 243","Unknown threats due to lack of transparency","",TRUE,,,,1,
280,"Publication","Amalarethinam2024","Data security",,,,,"Issue",,,,,,,,,"P 472","Data security","TRUE",,,,,,1
281,"Publication","Amalarethinam2024","Authentication","Data security",,,,"Factor",,,,,,,,,"P 472","Insufficient/missing authentication","",TRUE,,,,1,
282,"Publication","Amalarethinam2024","Authorization","Data security",,,,"Factor",,,,,,,,,"P 472","Insufficient/missing authorization","",TRUE,,,,1,
283,"Publication","Amalarethinam2024","Access Control","Data security",,,,"Factor",,,,,,,,,"P 473","Insufficient/missing access control","",TRUE,,,,1,
284,"Publication","Amalarethinam2024","Auditing","Data security",,,,"Factor",,,,,,,,,"P 473","Auditing","TRUE",,,,,,1
285,"Publication","Amalarethinam2024","Network security",,,,,"Issue",,,,,,,,,"P 473","Network security","TRUE",,,,,,1
286,"Publication","Amalarethinam2024","Traffic eavesdropping / sniffing / snooping","Network security",,,,"Weakness",,,,,,,,,"P 473","Traffic eavesdropping / sniffing / snooping","",TRUE,TRUE,,,3,
287,"Publication","Amalarethinam2024","Malicious intermediary","Network security",,,,"Weakness",,,,,,,,,"P 473","MITM attack","",TRUE,TRUE,,,,
288,"Publication","Amalarethinam2024","DoS","Network security",,,,"Weakness",,,,,,,,,"P 473","DoS/DDoS attack","",TRUE,TRUE,,,1,
289,"Publication","Amalarethinam2024","Information security",,,,,"Issue","Confidentiality, Availability",,,,,,,,"P 473","Information security","TRUE",,,,,,1
290,"Publication","Amalarethinam2024","Software security",,,,,"Issue",,,,,,,,,"P 473","Software security","TRUE",,,,,,1
291,"Publication","Amalarethinam2024","Flaws in web applications","Software security",,,TRUE,,,,,TRUE,,,,,"P 473","Software/application flaws (e.g. unpatched software)","",TRUE,,TRUE,,1,
292,"Publication","Amalarethinam2024","Unauthorized access to data","Software security",TRUE,,,,,,,TRUE,,,"Some application security threats",,"P 473","Third-party access / Unauthorized access to data and privileged information","",TRUE,,,,1,
293,"Publication","Amalarethinam2024","Cross-site scripting (XSS) attacks","Software security",TRUE,,,,,,,TRUE,,,"Some application security threats",,"P 473","Cross-site scripting (XSS)","",TRUE,TRUE,,,1,
294,"Publication","Amalarethinam2024","SQL injection (SQLi) attack","Software security",TRUE,,,,,,,TRUE,,,"Some application security threats",,"P 473","SQL injection","",TRUE,TRUE,,,1,
295,"Publication","Amalarethinam2024","data outflow from insecure APIs","Software security",TRUE,,,,,,,TRUE,,,"Some application security threats",,"P 473","Data outflow from insecure APIs","",TRUE,,TRUE,,1,
296,"Publication","Amalarethinam2024","Infrastructure security",,,,,"Issue",,TRUE,,,,,,,"P 474","Infrastructure security","TRUE",,,,,,1
297,"Publication","Amalarethinam2024","Phishing","Infrastructure security",TRUE,,,,,TRUE,,,,,"Some of the most frequent threats to infrastructure security",,"P 474","Phishing","",TRUE,TRUE,,,1,
298,"Publication","Amalarethinam2024","Ransomware","Infrastructure security",TRUE,,,,,TRUE,,,,,"Some of the most frequent threats to infrastructure security",,"P 474","Ransomware","",TRUE,TRUE,,,1,
299,"Publication","Amalarethinam2024","Botnets","Infrastructure security",TRUE,,,,,TRUE,,,,,"Some of the most frequent threats to infrastructure security",,"P 474","Botnets","",TRUE,TRUE,,,,
300,"Publication","Amalarethinam2024","Physical theft","Infrastructure security",TRUE,,,,,TRUE,,,,,"Some of the most frequent threats to infrastructure security",,"P 474","Physical theft","",TRUE,TRUE,,,1,
301,"Publication","Amalarethinam2024","DDoS",,,TRUE,,,,,,TRUE,,,,,"P 474","DoS/DDoS attack","",TRUE,TRUE,,,1,
302,"Publication","Amalarethinam2024","Authentication attacks",,,TRUE,,,,,,TRUE,,,,,"P 474","Authentication attacks","",TRUE,TRUE,,,1,
303,"Publication","Amalarethinam2024","XML signature attack",,,TRUE,,,,,,TRUE,,,,,"P 474","XML signature attack","",TRUE,TRUE,,,1,
304,"Publication","Amalarethinam2024","Cross-site scripting",,,TRUE,,,,,,TRUE,,,,,"P 474","Cross-site scripting (XSS)","",TRUE,TRUE,,,1,
